Fecha,CO,NO2,PM2.5,VEL,DIR,TMP,RS
2024-09-13 22:00:00,0.446,52.63,11.5,1.01,181.27,15.96,0.0
2024-09-13 23:00:00,0.365,26.62,6.72,2.14,230.38,15.27,0.0
2024-09-14 00:00:00,0.305,21.85,4.84,2.28,210.93,14.65,0.0
2024-09-14 01:00:00,0.2835,17.72,4.8,2.77,213.18,14.13,0.0
2024-09-14 02:00:00,0.262,12.97,8.43,2.7,225.32,13.4,0.0
2024-09-14 03:00:00,0.255,13.71,5.39,2.78,235.49,12.85,0.0
2024-09-14 04:00:00,0.231,15.440000000000001,8.5,2.66,237.85,12.61,0.0
2024-09-14 05:00:00,0.335,17.17,13.86,2.04,218.04,12.34,0.0
2024-09-14 06:00:00,0.419,25.78,5.21,2.29,224.55,12.12,0.0
2024-09-14 07:00:00,0.489,35.62,12.97,2.64,227.89,11.95,0.0
2024-09-14 08:00:00,0.462,31.39,22.61,2.9,227.29,12.44,53.1
2024-09-14 09:00:00,0.434,24.64,22.21,3.16,223.37,14.5,298.7
2024-09-14 10:00:00,0.384,22.22,23.81,2.8,212.45,16.95,573.6
2024-09-14 11:00:00,0.346,21.58,13.51,2.3,220.11,19.17,793.7
2024-09-14 12:00:00,0.337,17.57,15.31,1.08,107.46,21.17,990.5
2024-09-14 13:00:00,0.313,12.7,24.5,2.1,81.15,21.82,1081.4
2024-09-14 14:00:00,0.314,9.55,11.9,2.58,59.85,22.23,1094.7
2024-09-14 15:00:00,0.303,10.18,15.51,3.67,72.61,22.83,1009.5
2024-09-14 16:00:00,0.332,8.18,3.87,3.77,74.59,22.92,842.3
2024-09-14 17:00:00,0.333,11.92,4.17,3.6,77.49,22.49,693.3
2024-09-14 18:00:00,0.375,14.48,3.07,3.56,111.43,21.11,282.4
2024-09-14 19:00:00,0.455,44.56,1.54,3.31,111.8,19.02,84.8
2024-09-14 20:00:00,0.288,40.19,7.32,2.48,133.13,17.28,0.0
2024-09-14 21:00:00,0.395,38.28,16.62,1.85,143.85,16.48,0.0
2024-09-14 22:00:00,0.553,26.67,4.62,1.96,114.09,15.9,0.0
2024-09-14 23:00:00,0.308,35.43,10.12,1.45,161.97,15.19,0.0
2024-09-15 00:00:00,0.254,22.48,3.72,1.89,241.46,14.35,0.0
2024-09-15 01:00:00,0.205,15.92,8.95,2.84,240.69,13.76,0.0
2024-09-15 02:00:00,0.223,11.47,2.84,2.7,231.04,13.47,0.0
2024-09-15 03:00:00,0.226,11.52,6.58,2.93,237.82,13.24,0.0
2024-09-15 04:00:00,0.232,12.04,9.16,2.06,224.66,12.98,0.0
2024-09-15 05:00:00,0.246,16.12,14.8,2.32,223.13,12.73,0.0
2024-09-15 06:00:00,0.331,18.76,4.57,2.32,233.5,12.64,0.0
2024-09-15 07:00:00,0.328,24.51,18.61,2.49,225.08,12.42,0.0
2024-09-15 08:00:00,0.294,20.39,13.62,2.81,235.66,12.97,66.9
2024-09-15 09:00:00,0.221,16.08,18.59,2.55,228.82,15.44,319.3
2024-09-15 10:00:00,0.227,8.85,15.82,0.73,201.94,17.63,587.8
2024-09-15 11:00:00,0.235,10.02,12.91,1.61,122.68,19.11,822.4
2024-09-15 12:00:00,0.231,6.48,17.54,2.1,109.96,20.52,900.3
2024-09-15 13:00:00,0.234,5.81,30.92,2.6,95.16,21.17,1063.9
2024-09-15 14:00:00,0.235,5.16,21.95,3.18,85.62,21.3,1057.0
2024-09-15 15:00:00,0.282,6.79,6.84,2.95,87.0,22.31,1008.1
2024-09-15 16:00:00,0.355,6.09,4.25,2.79,97.07,22.69,714.3
2024-09-15 17:00:00,0.365,11.84,2.3,2.72,72.56,22.12,556.4
2024-09-15 18:00:00,0.363,16.99,1.23,3.1,21.79,21.06,291.7
2024-09-15 19:00:00,0.327,24.03,3.14,3.9,6.71,18.97,82.6
2024-09-15 20:00:00,0.231,25.74,5.27,3.09,22.16,17.72,0.0
2024-09-15 21:00:00,0.318,19.94,0.89,2.31,9.93,16.7,0.0
2024-09-15 22:00:00,0.276,26.41,4.79,0.69,53.52,16.2,0.0
2024-09-15 23:00:00,0.268,20.54,2.45,1.88,281.07,15.03,0.0
2024-09-16 00:00:00,0.181,23.53,4.58,2.17,275.95,14.8,0.0
2024-09-16 01:00:00,0.16799999999999998,15.77,4.59,0.95,247.64,14.96,0.0
2024-09-16 02:00:00,0.155,9.73,8.53,1.98,268.1,14.25,0.0
2024-09-16 03:00:00,0.162,9.96,11.31,1.76,277.99,13.53,0.0
2024-09-16 04:00:00,0.132,9.370000000000001,10.36,1.75,270.8,13.69,0.0
2024-09-16 05:00:00,0.287,8.78,18.28,1.74,254.87,13.46,0.0
2024-09-16 06:00:00,0.775,23.83,11.3,2.45,277.08,13.18,0.0
2024-09-16 07:00:00,0.883,34.71,20.36,2.62,279.73,12.83,0.0
2024-09-16 08:00:00,0.459,40.12,7.74,2.46,278.62,13.35,18.5
2024-09-16 09:00:00,0.272,23.23,12.33,1.56,237.36,15.19,126.0
2024-09-16 10:00:00,0.239,12.54,7.26,1.67,169.76,17.44,321.3
2024-09-16 11:00:00,0.259,12.53,4.89,1.13,66.67,18.74,435.2
2024-09-16 12:00:00,0.322,13.81,14.74,3.05,87.1,18.36,380.4
2024-09-16 13:00:00,0.228,19.38,11.14,2.17,96.51,18.13,363.5
2024-09-16 14:00:00,0.21,14.5,10.46,1.88,136.33,18.25,372.9
2024-09-16 15:00:00,0.327,12.37,5.43,2.87,79.73,18.82,419.6
2024-09-16 16:00:00,0.361,22.12,23.6,1.99,71.97,18.98,463.8
2024-09-16 17:00:00,0.518,27.29,18.78,1.44,198.65,19.61,234.0
2024-09-16 18:00:00,0.76,44.46,14.56,1.37,36.28,19.21,114.5
2024-09-16 19:00:00,0.805,61.67,7.3,2.01,27.99,18.55,53.9
2024-09-16 20:00:00,0.852,66.81,6.63,0.37,22.98,17.83,0.0
2024-09-16 21:00:00,0.814,63.56,6.88,1.41,22.08,16.2,0.0
2024-09-16 22:00:00,0.435,58.56,5.83,0.09,151.09,15.17,0.0
2024-09-16 23:00:00,0.277,40.67,11.47,1.42,257.47,14.06,0.0
2024-09-17 00:00:00,0.244,20.28,5.78,2.15,241.27,14.19,0.0
2024-09-17 01:00:00,0.161,18.66,5.94,2.65,265.27,13.69,0.0
2024-09-17 02:00:00,0.19,14.68,12.54,2.0,262.53,13.28,0.0
2024-09-17 03:00:00,0.203,17.32,5.74,2.87,254.7,12.85,0.0
2024-09-17 04:00:00,0.251,15.44,11.32,2.06,263.42,12.77,0.0
2024-09-17 05:00:00,0.315,19.57,9.77,2.22,237.67,13.24,0.0
2024-09-17 06:00:00,0.508,31.89,10.55,2.44,243.45,12.99,0.0
2024-09-17 07:00:00,0.706,41.13,17.93,2.62,239.75,13.07,0.0
2024-09-17 08:00:00,0.497,39.17,25.68,3.33,238.87,13.19,20.6
2024-09-17 09:00:00,0.378,29.27,23.83,3.03,240.43,14.22,179.9
2024-09-17 10:00:00,0.303,15.69,20.0,2.42,233.34,17.36,525.9
2024-09-17 11:00:00,0.342,14.58,17.72,1.26,131.36,19.61,824.2
2024-09-17 12:00:00,0.345,12.64,18.03,1.78,100.47,20.9,1006.3
2024-09-17 13:00:00,0.288,17.39,14.75,2.31,141.63,21.61,931.0
2024-09-17 14:00:00,0.275,11.74,15.42,4.59,152.21,20.56,715.5
2024-09-17 15:00:00,0.252,15.06,5.98,3.64,142.22,20.23,607.6
2024-09-17 16:00:00,0.268,11.83,1.85,3.38,92.97,19.48,414.0
2024-09-17 17:00:00,0.31,12.9,1.6,2.54,88.41,19.6,456.1
2024-09-17 18:00:00,0.473,19.92,7.84,2.91,93.42,19.22,251.3
2024-09-17 19:00:00,0.399,43.94,8.14,2.78,98.86,17.82,55.0
2024-09-17 20:00:00,0.465,36.61,19.71,1.9,137.84,16.93,0.0
2024-09-17 21:00:00,0.42,42.99,11.86,2.09,159.39,15.97,0.0
2024-09-17 22:00:00,0.339,36.87,4.29,2.61,234.84,15.31,0.0
2024-09-17 23:00:00,0.238,28.37,4.46,2.71,237.45,14.47,0.0
2024-09-18 00:00:00,0.232,14.19,5.2,2.58,226.18,13.98,0.0
2024-09-18 01:00:00,0.2365,12.54,7.24,3.18,241.79,13.61,0.0
2024-09-18 02:00:00,0.241,11.25,6.8,2.41,226.59,13.4,0.0
2024-09-18 03:00:00,0.239,10.07,11.4,3.18,236.3,12.87,0.0
2024-09-18 04:00:00,0.242,11.885,10.79,3.17,235.88,12.87,0.0
2024-09-18 05:00:00,0.358,13.7,13.0,3.12,229.71,13.1,0.0
2024-09-18 06:00:00,0.518,28.72,11.76,3.61,234.61,12.97,0.0
2024-09-18 07:00:00,0.555,37.74,16.28,2.95,237.2,12.86,0.0
2024-09-18 08:00:00,0.431,33.06,25.51,3.6,242.23,13.12,40.2
2024-09-18 09:00:00,0.394,23.0,21.91,3.82,228.1,14.2,258.7
2024-09-18 10:00:00,0.386,20.17,19.29,4.24,231.85,16.25,596.7
2024-09-18 11:00:00,0.446,16.48,38.57,3.65,229.03,18.34,825.3
2024-09-18 12:00:00,0.431,16.46,30.55,1.43,156.35,20.71,991.5
2024-09-18 13:00:00,0.433,11.86,17.64,2.7,74.06,21.77,1070.8
2024-09-18 14:00:00,0.488,10.64,17.3,3.85,48.62,21.97,1085.9
2024-09-18 15:00:00,0.395,16.36,6.28,3.49,73.94,22.46,937.4
2024-09-18 16:00:00,0.497,13.56,5.8,3.13,85.2,22.12,382.6
2024-09-18 17:00:00,0.599,21.04,2.07,3.46,77.44,20.99,346.6
2024-09-18 18:00:00,0.592,28.23,3.35,2.87,111.96,20.01,122.7
2024-09-18 19:00:00,0.534,35.8,9.61,3.0,157.34,18.46,49.8
2024-09-18 20:00:00,0.486,37.0,7.67,2.26,145.83,17.28,0.0
2024-09-18 21:00:00,0.501,30.92,3.22,1.84,144.13,16.26,0.0
2024-09-18 22:00:00,0.338,32.54,8.08,1.59,189.27,15.33,0.0
2024-09-18 23:00:00,0.269,19.1,8.28,2.19,266.64,14.55,0.0
2024-09-19 00:00:00,0.275,12.9,9.1,3.16,258.62,14.06,0.0
2024-09-19 01:00:00,0.251,8.95,7.03,2.95,241.27,13.49,0.0
2024-09-19 02:00:00,0.277,7.04,7.32,3.33,234.15,13.04,0.0
2024-09-19 03:00:00,0.299,6.31,18.32,3.32,235.04,12.77,0.0
2024-09-19 04:00:00,0.344,7.3,12.85,2.88,231.32,12.7,0.0
2024-09-19 05:00:00,0.401,11.53,10.94,2.95,232.23,12.52,0.0
2024-09-19 06:00:00,0.61,21.41,6.03,2.28,220.7,12.58,0.0
2024-09-19 07:00:00,0.707,41.25,13.68,2.67,227.08,12.66,0.0
2024-09-19 08:00:00,0.66,39.1,21.72,2.07,219.47,13.23,70.5
2024-09-19 09:00:00,0.551,29.02,23.2,2.38,234.35,15.81,310.0
2024-09-19 10:00:00,0.447,25.11,18.35,0.85,167.85,17.8,449.7
2024-09-19 11:00:00,0.452,27.3,13.7,1.14,89.36,19.14,702.1
2024-09-19 12:00:00,0.491,11.11,16.85,2.54,106.25,19.56,892.8
2024-09-19 13:00:00,0.478,14.21,14.52,3.1,87.66,20.07,845.8
2024-09-19 14:00:00,0.485,16.95,6.07,3.68,92.83,19.23,443.9
2024-09-19 15:00:00,0.492,20.59,5.22,2.28,113.66,19.27,612.0
2024-09-19 16:00:00,0.508,20.63,3.16,2.54,128.68,19.77,437.3
2024-09-19 17:00:00,0.484,20.4,14.42,1.62,83.39,19.62,298.9
2024-09-19 18:00:00,0.559,23.79,16.01,3.02,105.55,18.66,156.9
2024-09-19 19:00:00,0.661,43.11,16.51,1.96,94.29,17.54,51.2
2024-09-19 20:00:00,0.749,47.77,15.48,1.48,118.71,16.37,0.0
2024-09-19 21:00:00,0.608,50.21,16.26,1.06,208.23,15.25,0.0
2024-09-19 22:00:00,0.562,36.95,19.77,2.66,246.01,14.22,0.0
2024-09-19 23:00:00,0.495,30.05,21.16,2.9,234.57,13.68,0.0
2024-09-20 00:00:00,0.43,22.85,16.35,2.52,241.63,13.37,0.0
2024-09-20 01:00:00,0.4185,12.63,13.85,1.89,239.3,13.02,0.0
2024-09-20 02:00:00,0.407,4.94,13.7,2.73,235.61,12.86,0.0
2024-09-20 03:00:00,0.39,12.49,26.17,2.05,225.58,12.79,0.0
2024-09-20 04:00:00,0.534,26.269999999999996,20.36,1.8,207.75,12.6,0.0
2024-09-20 05:00:00,0.878,40.05,21.86,1.48,211.95,12.33,0.0
2024-09-20 06:00:00,1.552,55.69,14.39,0.64,69.37,11.33,0.0
2024-09-20 07:00:00,0.966,75.78,21.82,0.93,264.25,10.55,0.0
2024-09-20 08:00:00,0.855,54.46,24.79,1.17,257.1,11.23,62.6
2024-09-20 09:00:00,0.547,43.87,24.21,1.67,211.24,15.1,310.1
2024-09-20 10:00:00,0.491,26.42,21.79,1.28,220.56,17.95,580.7
2024-09-20 11:00:00,0.445,23.09,20.01,1.62,103.55,18.78,822.1
2024-09-20 12:00:00,0.513,9.06,21.28,3.05,100.21,19.37,1015.3
2024-09-20 13:00:00,0.495,14.03,14.46,3.5,90.84,19.8,1013.5
2024-09-20 14:00:00,0.503,12.17,28.84,3.03,85.25,20.46,780.3
2024-09-20 15:00:00,0.508,13.49,19.31,3.84,65.37,19.83,696.9
2024-09-20 16:00:00,0.577,14.28,23.7,4.04,72.65,19.72,585.3
2024-09-20 17:00:00,0.621,21.31,25.3,3.2,55.78,19.51,495.7
2024-09-20 18:00:00,0.733,30.12,41.32,3.17,27.39,19.19,276.7
2024-09-20 19:00:00,0.969,48.07,27.89,3.62,11.86,17.11,66.5
2024-09-20 20:00:00,1.055,66.22,28.0,2.02,48.91,15.91,0.0
2024-09-20 21:00:00,1.216,73.11,35.49,1.51,45.01,15.0,0.0
2024-09-20 22:00:00,1.315,70.6,29.94,1.04,59.59,14.13,0.0
2024-09-20 23:00:00,1.211,67.69,22.75,0.05,108.56,13.29,0.0
2024-09-21 00:00:00,1.249,66.32,24.91,0.59,134.66,12.93,0.0
2024-09-21 01:00:00,0.842,60.61,20.54,0.15,1.44,12.35,0.0
2024-09-21 02:00:00,0.912,47.1,24.28,0.64,168.0,11.57,0.0
2024-09-21 03:00:00,1.004,61.04,28.26,1.05,260.29,11.38,0.0
2024-09-21 04:00:00,0.877,60.45,30.76,0.78,245.25,11.52,0.0
2024-09-21 05:00:00,1.047,53.61,25.46,0.53,215.86,10.95,0.0
2024-09-21 06:00:00,1.386,68.32,25.9,0.83,255.22,10.9,0.0
2024-09-21 07:00:00,1.627,65.86,21.27,0.66,234.35,11.09,0.0
2024-09-21 08:00:00,0.935,68.58,17.8,0.69,149.19,11.6,18.5
2024-09-21 09:00:00,0.978,47.25,19.11,1.0,138.62,13.56,184.2
2024-09-21 10:00:00,0.705,59.85,33.8,1.34,164.01,15.23,332.5
2024-09-21 11:00:00,0.586,45.54,12.39,1.71,32.06,14.95,353.0
2024-09-21 12:00:00,0.537,27.59,22.62,0.86,88.37,16.74,468.1
2024-09-21 13:00:00,0.565,29.39,12.31,1.6,179.5,17.85,741.5
2024-09-21 14:00:00,0.571,25.75,14.23,1.67,91.92,18.53,700.9
2024-09-21 15:00:00,0.555,18.17,7.31,1.56,76.37,17.68,198.7
2024-09-21 16:00:00,0.542,21.25,12.59,1.99,45.62,18.28,457.2
2024-09-21 17:00:00,0.561,18.39,34.59,3.01,49.6,17.31,423.3
2024-09-21 18:00:00,0.589,24.13,29.39,2.82,34.07,17.39,254.5
2024-09-21 19:00:00,0.87,27.06,25.15,3.43,10.04,16.11,40.2
2024-09-21 20:00:00,1.214,58.14,27.39,3.23,328.67,15.19,0.0
2024-09-21 21:00:00,1.085,63.08,29.26,1.53,65.27,14.06,0.0
2024-09-21 22:00:00,0.858,57.02,25.05,1.31,69.46,13.06,0.0
2024-09-21 23:00:00,0.833,55.56,25.51,1.83,91.25,12.25,0.0
2024-09-22 00:00:00,0.894,53.51,25.69,1.21,78.47,11.64,0.0
2024-09-22 01:00:00,0.9635,54.03,37.34,0.44,113.28,11.25,0.0
2024-09-22 02:00:00,1.033,53.54,27.18,0.62,259.08,11.35,0.0
2024-09-22 03:00:00,0.917,49.61,24.05,0.23,46.86,11.49,0.0
2024-09-22 04:00:00,0.708,49.475,27.1,0.74,162.88,11.36,0.0
2024-09-22 05:00:00,0.482,49.34,33.01,0.71,93.14,11.85,0.0
2024-09-22 06:00:00,0.527,39.11,38.86,1.74,54.11,11.33,0.0
2024-09-22 07:00:00,0.77,43.06,33.73,1.24,71.5,10.8,0.0
2024-09-22 08:00:00,0.746,45.04,41.62,1.24,125.99,10.85,24.1
2024-09-22 09:00:00,0.753,42.56,19.56,1.15,152.94,11.84,106.5
2024-09-22 10:00:00,0.7,46.36,16.18,1.17,116.3,13.44,196.5
2024-09-22 11:00:00,0.469,43.01,6.99,1.54,55.06,13.87,271.8
2024-09-22 12:00:00,0.424,19.79,5.81,1.61,51.0,15.8,426.7
2024-09-22 13:00:00,0.383,13.46,4.1,1.2,63.39,17.39,517.2
2024-09-22 14:00:00,0.362,12.27,15.49,1.69,43.91,17.88,473.9
2024-09-22 15:00:00,0.351,10.17,17.3,1.99,49.34,17.74,344.9
2024-09-22 16:00:00,0.368,15.9,25.06,1.15,93.98,17.69,194.6
2024-09-22 17:00:00,0.515,21.05,21.63,2.04,134.3,17.75,243.1
2024-09-22 18:00:00,0.65,24.72,23.99,2.23,94.74,17.58,100.8
2024-09-22 19:00:00,0.993,42.32,22.79,2.37,42.89,16.39,53.4
2024-09-22 20:00:00,0.916,57.89,10.28,1.2,35.84,15.46,0.0
2024-09-22 21:00:00,0.883,54.1,8.72,0.42,200.12,14.68,0.0
2024-09-22 22:00:00,0.694,57.53,7.96,0.93,183.75,14.58,0.0
2024-09-22 23:00:00,0.486,47.22,5.79,0.94,161.74,13.98,0.0
2024-09-23 00:00:00,0.463,24.24,5.32,0.6,178.23,13.37,0.0
2024-09-23 01:00:00,0.36,23.95,10.19,1.93,279.96,12.22,0.0
2024-09-23 02:00:00,0.346,16.08,8.16,1.76,274.19,11.86,0.0
2024-09-23 03:00:00,0.354,17.81,17.35,1.87,271.42,11.37,0.0
2024-09-23 04:00:00,0.485,20.5,9.34,1.77,270.75,11.21,0.0
2024-09-23 05:00:00,0.616,35.92,12.91,0.55,266.35,10.88,0.0
2024-09-23 06:00:00,1.114,49.78,13.786341463414635,0.43,251.03,10.66,0.0
2024-09-23 07:00:00,0.798,56.66,14.66268292682927,0.34,173.23,10.22,0.0
2024-09-23 08:00:00,0.733,39.85,15.539024390243902,1.9,217.62,10.94,42.2
2024-09-23 09:00:00,0.7327419354838709,34.47,16.41536585365854,1.99,211.54,14.97,313.9
2024-09-23 10:00:00,0.7324838709677419,34.00387096774193,17.291707317073172,1.83,225.46,17.08,584.7
2024-09-23 11:00:00,0.7322258064516128,33.53774193548387,18.16804878048781,0.88,266.04,18.61,753.7
2024-09-23 12:00:00,0.7319677419354839,33.071612903225805,19.04439024390244,1.404,,19.154,703.1600000000001
2024-09-23 13:00:00,0.7317096774193548,32.60548387096774,19.920731707317074,1.928,,19.698,652.62
2024-09-23 14:00:00,0.7314516129032258,32.13935483870968,20.79707317073171,2.452,,20.241999999999997,602.08
2024-09-23 15:00:00,0.7311935483870967,31.67322580645161,21.673414634146344,2.976,,20.785999999999998,551.54
2024-09-23 16:00:00,0.7309354838709677,31.20709677419355,22.54975609756098,3.5,75.82,21.33,501.0
2024-09-23 17:00:00,0.7306774193548387,30.740967741935485,23.426097560975613,3.84,76.93,20.05,240.3
2024-09-23 18:00:00,0.7304193548387097,30.274838709677418,24.302439024390246,2.24,93.13,19.18,111.6
2024-09-23 19:00:00,0.7301612903225806,29.808709677419355,25.178780487804882,2.62,108.08,18.24,40.4
2024-09-23 23:00:00,0.7291290322580645,27.944193548387098,28.684146341463418,1.43,279.09,13.99,0.0
2024-09-24 00:00:00,0.7288709677419355,27.47806451612903,29.560487804878054,1.64,263.46,13.22,0.0
2024-09-24 01:00:00,0.7286129032258064,27.011935483870968,30.436829268292687,1.67,231.03,13.14,0.0
2024-09-24 05:00:00,0.7275806451612903,25.14741935483871,33.94219512195123,2.23,220.06,11.6,0.0
2024-09-24 06:00:00,0.7273225806451613,24.681290322580644,34.81853658536586,1.91,228.15,11.21,0.0
2024-09-24 07:00:00,0.7270645161290322,24.21516129032258,35.694878048780495,1.94,230.64,11.15,0.0
2024-09-24 08:00:00,0.7268064516129032,23.749032258064517,36.57121951219513,2.14,216.85,12.47,79.8
2024-09-24 09:00:00,0.7265483870967742,23.28290322580645,37.44756097560976,2.51,211.29,14.94,319.7
2024-09-24 10:00:00,0.7262903225806452,22.816774193548387,38.323902439024394,2.16,229.56,16.94,594.7
2024-09-24 11:00:00,0.7260322580645161,22.350645161290323,39.20024390243903,0.91,248.66,18.71,826.4
2024-09-24 12:00:00,0.7257741935483871,21.884516129032257,40.07658536585367,1.29,,19.071666666666665,736.6666666666666
2024-09-24 13:00:00,0.725516129032258,21.418387096774193,40.9529268292683,1.67,,19.433333333333334,646.9333333333333
2024-09-24 14:00:00,0.7252580645161291,20.95225806451613,41.82926829268294,2.05,,19.795,557.2
2024-09-24 15:00:00,0.725,20.486129032258063,42.70560975609757,2.43,,20.156666666666666,467.46666666666664
2024-09-24 16:00:00,0.815,20.02,43.581951219512206,2.81,,20.51833333333333,377.7333333333333
2024-09-24 17:00:00,0.349,31.78,44.45829268292684,3.19,68.56,20.88,288.0
2024-09-24 18:00:00,0.39,23.54,45.33463414634147,2.92,77.84,19.63,168.4
2024-09-24 19:00:00,0.77,26.16,46.210975609756105,3.32,93.68,17.96,68.7
2024-09-24 20:00:00,1.395,55.42,47.08731707317074,2.8,95.94,16.37,0.0
2024-09-24 21:00:00,1.544,71.49,47.96365853658537,1.82,87.45,15.28,0.0
2024-09-24 22:00:00,2.385,69.72,48.84,1.33,62.74,14.76,0.0
2024-09-24 23:00:00,1.288,57.82,31.74,1.14,48.29,14.07,0.0
2024-09-25 00:00:00,1.012,40.61,14.08,0.67,233.46,13.02,0.0
2024-09-25 01:00:00,0.494,42.54,13.85,2.0,275.3,12.11,0.0
2024-09-25 02:00:00,0.462,25.89,18.87,2.02,277.84,11.6,0.0
2024-09-25 03:00:00,0.314,22.8,17.19,1.29,267.98,11.19,0.0
2024-09-25 04:00:00,0.291,21.57,9.62,1.33,254.41,11.08,0.0
2024-09-25 05:00:00,0.35,27.56,21.56,1.44,277.26,10.71,0.0
2024-09-25 06:00:00,0.451,36.75,1.35,1.48,242.95,10.56,0.0
2024-09-25 07:00:00,0.381,40.85,21.31,2.02,212.94,10.89,0.0
2024-09-25 08:00:00,0.346,28.03,62.68,2.12,221.47,12.47,84.8
2024-09-25 09:00:00,0.226,26.04,61.85,2.32,213.75,14.75,294.8
2024-09-25 10:00:00,0.252,15.88,55.53,2.45,227.54,16.5,582.5
2024-09-25 11:00:00,0.187,24.01,26.74,0.49,144.63,18.89,838.2
2024-09-25 12:00:00,0.377,15.4,18.1,1.29,58.85,20.33,958.0
2024-09-25 13:00:00,0.156,21.07,25.18,2.66,62.1,20.35,846.2
2024-09-25 14:00:00,0.172,14.74,28.75,2.03,67.48,20.72,434.8
2024-09-25 15:00:00,0.196,13.59,30.11,3.41,76.13,20.91,479.0
2024-09-25 16:00:00,0.314,15.04,35.43,3.18,84.01,20.49,294.0
2024-09-25 17:00:00,0.39,14.41,52.49,2.15,85.89,20.75,392.3
2024-09-25 18:00:00,0.519,19.62,34.78,2.23,305.44,20.18,395.0
2024-09-25 19:00:00,0.79,27.66,23.27,1.05,327.58,18.39,89.8
2024-09-25 20:00:00,0.851,42.51,28.44,0.27,48.62,16.15,0.0
2024-09-25 21:00:00,0.688,41.18,39.33,1.7,74.79,14.78,0.0
2024-09-25 22:00:00,0.71,44.11,27.73,1.61,88.36,13.95,0.0
2024-09-25 23:00:00,0.833,50.55,22.35,1.05,128.73,13.88,0.0
2024-09-26 00:00:00,0.79,44.92,45.29,0.57,134.62,13.8,0.0
2024-09-26 01:00:00,0.757,39.49,12.79,0.59,264.15,13.13,0.0
2024-09-26 02:00:00,0.724,29.43,18.53,0.7,244.87,12.29,0.0
2024-09-26 03:00:00,0.727,32.38,25.08,1.24,266.97,12.27,0.0
2024-09-26 04:00:00,0.538,28.525000000000002,23.55,0.8,238.49,11.55,0.0
2024-09-26 05:00:00,0.967,24.67,15.91,0.75,256.74,11.44,0.0
2024-09-26 06:00:00,1.112,55.42,13.2,2.31,277.38,11.56,0.0
2024-09-26 07:00:00,0.96,47.22,24.46,0.16,165.83,11.29,0.0
2024-09-26 08:00:00,0.703,42.12,20.72,1.11,205.56,13.03,92.5
2024-09-26 09:00:00,0.531,29.46,22.11,1.72,212.94,16.03,315.7
2024-09-26 10:00:00,0.513,26.36,30.96,1.49,220.4,17.84,601.2
2024-09-26 11:00:00,0.48,25.24,23.78,0.9,172.43,19.58,829.6
2024-09-26 12:00:00,0.392,11.22,20.8,1.93,45.72,20.56,999.6
2024-09-26 13:00:00,0.466,10.22,29.36,2.42,67.09,21.66,1110.9
2024-09-26 14:00:00,0.436,15.02,10.64,1.69,61.58,22.59,935.6
2024-09-26 15:00:00,0.492,16.4,9.54,2.93,26.22,22.13,462.2
2024-09-26 16:00:00,0.53,24.54,21.73,1.81,11.1,21.13,297.7
2024-09-26 17:00:00,0.604,26.54,18.14,1.63,197.94,19.01,144.8
2024-09-26 18:00:00,0.818,31.22,22.46,1.56,195.15,16.58,91.3
2024-09-26 19:00:00,0.755,58.08,25.36,1.38,207.82,15.32,8.7
2024-09-26 20:00:00,0.912,59.84,26.68,1.54,132.46,14.44,0.0
2024-09-26 21:00:00,1.055,55.91,24.57,1.05,105.77,13.68,0.0
2024-09-26 22:00:00,0.934,58.21,20.94,1.53,276.91,13.27,0.0
2024-09-26 23:00:00,1.04,61.52,18.84,1.24,81.88,12.86,0.0
2024-09-27 00:00:00,0.802,54.87,14.25,0.78,57.39,12.72,0.0
2024-09-27 01:00:00,0.664,45.86,13.28,0.5,190.68,12.52,0.0
2024-09-27 02:00:00,0.67,34.01,17.43,0.82,252.97,12.27,0.0
2024-09-27 03:00:00,0.526,33.44,18.28,0.57,256.02,11.75,0.0
2024-09-27 04:00:00,0.661,28.17,25.72,0.71,232.05,11.31,0.0
2024-09-27 05:00:00,0.848,39.45,13.31,1.26,219.01,11.43,0.0
2024-09-27 06:00:00,1.174,50.65,8.16,1.19,279.86,11.15,0.0
2024-09-27 07:00:00,1.201,49.48,38.51,0.25,55.6,11.07,0.0
2024-09-27 08:00:00,0.793,50.36,33.38,0.06,332.67,11.14,49.2
2024-09-27 09:00:00,0.723,39.44,33.84,2.01,204.48,12.74,168.2
2024-09-27 10:00:00,1.143,34.18,21.96,1.68,184.11,15.27,393.2
2024-09-27 11:00:00,0.885,62.24,34.98,1.46,106.5,17.61,700.4
2024-09-27 12:00:00,0.767,48.46,22.35,1.9,61.83,18.57,897.6
2024-09-27 13:00:00,0.653,32.75,23.89,1.62,49.89,20.19,976.8
2024-09-27 14:00:00,0.645,22.18,23.95,1.97,41.84,20.97,974.5
2024-09-27 15:00:00,0.711,22.83,18.44,0.17,0.64,20.82,542.6
2024-09-27 16:00:00,0.87,33.81,12.75,0.355,275.34,17.67,285.7
2024-09-27 17:00:00,0.874,53.64,14.16,0.54,197.2,15.88,30.8
2024-09-27 18:00:00,1.089,62.77,24.28,1.13,34.97,14.47,0.0
2024-09-27 19:00:00,1.025,82.84,26.61,1.38,73.52,12.15,0.0
2024-09-27 20:00:00,1.28,67.78,13.18,1.16,176.31,12.08,0.0
2024-09-27 21:00:00,1.449,73.55,17.6,1.51,223.08,12.48,0.0
